idFrame,name,description
426,Speak_on_topic,"A #Speaker addresses an #Audience on a particular #Topic.  The #Audience is generally passive, although for many types of address (including academic talks and press conferences), a discussion or question-answer period is virtually always required.

<ex>[McNamara|Speaker] [addressed|Target] [congress|Audience] [on the state of affairs of the Department of Defense|Topic].</ex>"
1110,Specific_individual,"LUs in this frame denote that the #Instance of a #Type is contextually notable.  This frame typically requires dual FE layer annotation; see below.

<ex>I contrived to acquire a [particular|Target] [vintage of Merlot|Type]</ex>

<ex>I contrived to acquire a [[particular|Target] vintage of Merlot|Instance]</ex>
"
487,Speed_description,"An #Entity is in motion  at a particular #Speed, a momentaneous description of distance traveled per time.


<ex>[The car|Entity] went by [real|Degree]  [fast|Target].</ex>

<ex>[The car|Entity] <m>is</m> [really|Degree] [fast|Target].</ex>

<ex>Oh yeah, [Maseratis|Entity] <m>are</m> [fast|Target]! [INI|Degree]</ex>

<ex>The [speed|Target] [of the car|Entity] was [25 mph|Speed] [when it ran into the obstacle|Time].</ex>

LUs of this frame are commonly involved in a semantic construction in which, instead of describing the current #Speed, they rather describe some other #Speed saliently associated with the #Entity, such as maximum possible #Speed of the #Entity or (for an #Entity used as an implement) #Speed when in operation.

This construction can be defined as follows:

A phrase describing a temporary (stage-level) property (A) of an entity (B) is pumped to a phrase describing an individual-level property predicating or attributing the entity's (B's) salient association with such a property (A) under some salient conditions, especially the conditions of use of the entity.  E.g., in the Temperature or Location_of_light frames:

<ex>I can never bake anything in my oven because it 's too hot.</ex>
<ex>She gave him a really bright flashlight for Christmas.</ex>"
526,Spelling_and_pronouncing,"A #Speaker realizes a #Sign, usually a linguistic one, in some #Formal_realization. The #Formal_realization may be described as correct or incorrect in a #Judgment expression, or it may be partially indicated as a #Part_of_form.  #Manner may be used as a more general indication of the #Formal_realization

<ex>[A person|spe] doesn't always [pronounce|Target] [a word|sig] [the way they say  it in context|man]</ex>

<ex>[I|spe] can't [spell|Target]. [INI|sig] [INI|jud]</ex>

<ex>[Stephanopolous|spe] [spells|Target] [his name|sig] [with a """"ph""""|pof].</ex>

<ex>[On page 87465|cxt], [you|spe] [spelled|Target] [the name of my dog|sig] [incorrectly|jud] [as """"Checquers""""|for].</ex>

<ex>[In German|cxt], [the word for 'peace'|sig] is [written|Target] [""""Friede""""|for] [CNI|spe]</ex>"
1349,Sports,"Ways to practice physical activities that, through occasional or organized participation, aims to balance health or improve physical or mental fitness, provide entertainment or generate competition among participants."
1358,Sports_disciplines,This frame brings together the set of sports subcategories or types of #Sports_discipline.
1327,Sports_equipment,This frame includes the objects and apparatus used directly by the athletes or referees as sports #Equipment in a sports competition.
1328,Sports_event,Each of the competitions among athletes or teams.
1355,Sports_scenario,"Human activity whose the main actor is an #Athlete that practices some #Sport, aiming the welfare or to win some rules based competition, using kinds of #Equipment and #Venue. "
1324,Sports_temporal_subdivision,This frame refers to the periods of #Time in which the sports are organized and subdivided.
1342,Sports_venues,"A #Venue is a building, structure, or place where a competition of a particular #Sport takes place."
1364,Sports_venues_subparts,This frame refers to the #Parts of a #Venue.
615,Stage_of_progress,"An #Entity is at a particular stage of its development.

<ex> The [Next Generation|Target] [Internet|ent] (NGI) Program has been successfully completed.</ex>

<ex>Osama bin Laden, prime suspect in the US terror attacks, is outfoxing intelligence agencies with his [low-tech|Target] [communication methods|ent].</ex>
<ex>[Kids|ent] <m>are</m> [much more|deg] [advanced|Target] [today|tim] [than they were in our era|deg] that is for sure.</ex>"
1090,Standing_by,"A #Protagonist waits for an #Expected_request, and is prepared to respond to the request when it comes by engaging in an #Activity. Alternatively, the #Protagonist waits for a #Salient_entity involved in the request, most often realized as the person making the request.

<ex>[Police|pro] have been [standing by|Target] [for further orders regarding the protesters|exp] [for over two hours|Duration].</ex>

<ex>[Our staff|pro] are [on call|Target] [24 hours a day|Time].</ex>"
137,State,An #Entity persists in a stable situation called a #State
37,Statement,"This frame contains verbs and nouns that communicate the act of a #Speaker to address a #Message to some #Addressee using language. Instead of (or in addition to) a #Speaker, a #Medium may also be mentioned. Likewise, a #Topic may be stated instead of a #Message. A number of the words can be used performatively, such as <m>declare</m> and <m>insist</m>.

<ex>[I|Speaker] now [declare|Target] [you|Message] [members of this Society|Message].</ex>

<ex>[She|Speaker] [said|Target] [that I would be late|Message] .</ex>

<ex>The [announcement|Target] [about raffle winners|Top] came [across the loudspeaker|Medium].</ex> "
556,State_continue,"Despite some implication that a #State would be interrupted, the #Entity remains in the specified #State. Note that #State includes locative relations.

<ex>[Online security|ent] remains [elusive|sta].</ex>
<ex></ex>"
719,State_of_entity,"An #Entity is in a specified #State. When not explicitly specified, the #State usually concerns the #Entity's health, repair, or functioning. The #State is also often assessed with an #Evaluation and it may be specified to apply only to a particular  #Parameter of the #Entity.

<ex>[Some of the classics|Entity]  <m>were</m> <m>in</m> [excellent|Evaluation] [[condition|Target]|State].</ex>

<ex>She was taken home , where [her|Entity] [[condition|Target]|State] worsened.</ex>

<ex>They soon reduced [the Indians|Entity] <m>to</m> a [CONDITION|Target] [of abject slavery|State] .</ex>

<ex>They had regressed beyond any help and could never be cured of [their|Entity] [""""bestial""""|Evaluation] [STATE|Target] [of utter dependency on poor relief|State].</ex>

<ex>Evil is the outer result of a [mental|Parameter] [condition|Target] [of fear, ignorance, doubt, unbelief|State].</ex>


"
41,Stimulate_emotion,"Some phenomenon (the #Stimulus) provokes a particular emotion in an #Experiencer.

<ex>[Nightmare on Elm Street|Stimulus] [scared|Target] [me|Experiencer] [silly|Result].</ex>"
336,Stimulus_focus,"In this frame either a #Stimulus brings about a particular emotion or experience in the #Experiencer or  saliently fails to bring about a particular experience. Some words indicate that the #Stimulus is characterized by the experience it is likely to evoke in an #Experiencer and for these, the #Experiencer may rarely be present. There may also be a #Degree to which the #Stimulus affects the #Experiencer and #Circumstances under which the experience occurs. There may also be a #Comparison_set to which the #Stimulus is compared and a #Parameter that indicates the area in which the #Stimulus has its effect.
<ex> [The view|Stimulus] is [breathtaking|Target] [in January|Circumstances]. </ex>
<ex> [That movie|Stimulus] was [quite|Degree] [fascinating|Target]. </ex>
<ex> That was certainly a [gratifying|Target] [experience|Stimulus].</ex>
<ex> [The report|Stimulus] was [very|Degree] [alarming|Target] [to me|Experiencer]. </ex>"
451,Stinginess,"In this frame, a #Resource_controller is judged by a #Judge (who is usually implicit)  according to how freely they allow the #Recipient access to their #Resource. The #Resource_controller may exhibit this attitude with an #Expressor.

<ex>[John|Resource_controller] is [mean|Target] [with money|Resource].</ex>
<ex>[Sally|Resource_controller] has always been [generous|Target] [to her children|Recipient].</ex>
"
669,Store,"A #Supply of a #Resource is kept safe and available for a future #Use.  The #Supply may be under the control of a #Possessor.

<ex>[Our|Possessor] [supply|Target] [of food|Resource] is running low.</ex>"
689,Storing,An #Agent has placed a #Theme in an accessible but somewhat out of the way #Location for the purposes of maintaining it free from harm and illegitimate use while it is not being used.
69,Strictness,"These adjectives describe the degree of strictness or tolerance of an #Agent, usually with regard to another person (the #Controlled_entity) and often with regard to a particular #Issue.

The strictness/lenience with respect to the #Issue may be manifested in (expressed by) an #Agent or by some #Medium (e.g., laws), or by some behavior of the #Agent, i.e., the #Controlling_act.

<ex>Court says [judge|Agent] [too|Degree] [lenient|Target] [in rape case|Area].[INI|Issue]</ex>
<ex>[Sonny|Agent] <m>was</m> [indulgent|Target] [of her admirers|Controlled_entity] and allowed their attention for a time before she disappeared into the small back room.</ex>
<ex>[Some laws|Medium] <m>are</m> just [too|Degree] [strict|Target].</ex>
<ex>Don't <m>be</m> [strict|Target] [about cross-posting|Issue].[CNI|Agent]</ex>"
539,Studying,"A #Student enrolls and then remains at an #Institution for the purposes of education within a #Subject.  They may receive instruction from a particular #Teacher at the #Institution.  The #Place, #Time, and #Duration of the study may also be specified.

<ex>[He|Student] spent ten years [studying|Target] [physics|Subject] [at the lycee|Institution] before he flunked out.</ex>

 "
82,Suasion,"A #Speaker succeeds in getting an #Addressee to believe or plan to execute the #Content the #Speaker has in mind. In most cases, the information is related to some course of action for the #Addressee, and the words of this frame imply that the #Addressee has formed an intention to act consistently with the #Content. There is no implication that the #Addressee actually acts upon the intention formed. In the case of <ment>convince</ment> and <ment>persuade</ment>, the act that the #Speaker wishes the #Addressee to perform can be the adoption of a belief, which may be expressed as a that-clause or as an of-PP complement.

This frame differs from Attempt_suasion in that in Suasion, the #Addressee has changed their mind in accord with the #Speaker's wishes, whereas in Attempt_suasion, the only implication is that the #Speaker communicates with the intent of changing the mind of the #Addressee.


This Frame has unique Frame-to-Frame Relations: it inherits from and uses the Eventive_cognizer_affecting frame. This is atypical of FrameNet's frame relations.

<ex></ex>
<ex>At one point, [Walter|Speaker] tries to [convince|Target] [his wife|Addressee] [that he has had a story accepted by BBC Radio|Content].</ex>

<ex>[They|Addressee] invaded the bridge, but were [dissuaded|Target] [from further action|Content] [by the captain|Speaker].</ex>"
527,Subjective_influence,"An #Agent, #Situation or #Entity has an influence on a #Cognizer. The influence may be general; or it may be manifested in the #Cognizer's engaging in an #Action as a consequence of the influence; or the #Cognizer may be influenced in how they carry out a #Behavior that they are engaged in already. Alternatively, a #Product may be specified whose production or design was influenced by the #Cognizer's experience of the  #Situation or #Entity.
<ex></ex>

The  mediation of the #Cognizer's psyche distinguishes this frame from the Objective_influence frame, where dependent events occur automatically given the appropriate kind of influencing force. In this frame, by contrast, a #Cognizer may perceive an influence yet not respond to it in any way.

<ex> [These works|ent] had a profound effect and [influenced|Target] [her|cog] [in the creation of a successful series capturing this sun-drenched region|beh].</ex>
<ex>I'm sure if I asked Mattel [what|sit] [inspired|Target] [this car|pro] I would be told it's an original design, and not supposed to represent any actual car.</ex>




"
1003,Subjective_temperature,"An #Experiencer senses different degrees of warmth that may or may not be related to the ambient temperature. The level of warmth is usually compared against the #Experiencer's subjective standard of comfort.

<ex>[My feet|Body_part] are [cold|Target].</ex>
<ex>The fire will <m>keep</m> [you|Experiencer] [warm|Target].</ex>
<ex>[I|Experiencer]'<m>m</m> [too|Degree] [hot|Target] with this sweater on.</ex>"
676,Submitting_documents,"A #Submittor gives #Documents to an #Authority so that they can be processed as part of an application, evaluation or other official or bureaucratic process.


<ex>I  was sure I had passed as soon as [I|Submittor] [handed|Target] [in|Target] [the test|Documents]. [DNI|Authority]</ex>

<ex>She stated that [she|Submittor] [turned|Target] [in|Target] [the paperwork|Documents] [yesterday|Time].</ex>

<ex>After [the applicant's|Submittor] [submission|Target] [to the department|Authority], the department chairperson must evaluate.</ex>

<ex>I acknowledge [my|Submittor] [submission|Target] [of the Material|Documents] [to you|Authority] shall not lead to a concurrent review by any of your affiliate and subsidiary channels.</ex>"
1045,Subsisting,"An #Entity survives a situation with some #Support, which tends to be far below the accustomed or standard level expected. The #Degree to which the #Support is responsible for the #Entity's survival may be mentioned, as well as the #Duration for which the situation lasts.

<ex>[Harry|Entity] [subsisted|Target] [on ramen and cheap beer|Support] through college.</ex>"
611,Substance,"This frame concerns internally undifferentiated #Substances.


<ex>As their gut bacteria ferment cellulose , they generate [methane|con] [gas|Target] , which escapes from the rear ends of the insects.</ex>

<ex> The pipes are leaking [noxious|des] [gas|Target].</ex>

<ex>Some CH-47 """"Bombers"""" were equipped to roll-out [riot control|use] [gas|Target] or napalm onto Viet Cong bunker complexes from the rear cargo ramp.</ex>"
355,Substance_by_phase,"In this frame a #Substance is in a phase brought about after a change of phase.  This can be its inherent phase or indicate that it is returned to its inherent state.

<ex>Collect up the  [thawed|Target] [water|Substance] from the freezer section.</ex> <ex>Put under the broiler until [the cheese|Substance] becomes [melted|Target].</ex>
<ex>Major companies are switching to [liquefied|Target] [natural gas|Substance].</ex>"
532,Subversion,"A  #Counter_actor or #Cause  impedes an #Agent in an #Activity or impedes the unfolding or continuation of a #State_of_affairs. The opposing force applies without first being noticed, often in a secret or an underhanded fashion.

<ex>However, as this story goes on the Queen of Sodom has [a brother who|cou]
plans to [undermine|Target] [his sister|age] and take the throne of Sodom.</ex>

<ex> Diotrephes withstood John's words, and would not submit to his authority; in fact, [he|cou] [undermined|Target] [John's authority|soa].</ex>

<ex> I don't want to get a reputation for punishing disagreement. On the other
hand, [he|cou] [undercut|Target] [me|age] [pretty badly|deg] and I can't just let it slide.</ex>

"
752,Successfully_communicate_message,"A #Communicator speaks to an #Addressee in such a way that the #Addressee understands and fully appreciates the truth and/or relevance of the #Message.


<ex> Marred by overblown writing , [this first novel by Wilbur Smith 's wife|Medium] effectively [conveys|Target] [some of South Africa 's problems|Message] .[INI|Add]</ex>

<ex>[He|Communicator] [conveys|Target] vividly the absurdity of a situation , but he is incurious about the underlying processes which shape it. [INI|Add]</ex>

<ex>[We|Communicator]'ve got to [get|Target] [the message|Message] [through|Target] [to them|Add] [before they become sexually active|Time].</ex>

<ex>Have you been using PowerPoint (PPT) for years and feel [you|Communicator] don't [always|Time] [get|Target] [your point|Message] [across|Target] [to the audience|Addressee]?</ex>

<ex>It 's impossible to [convey|Target] [how lost I felt|Message]. [CNI|Communicator]  [INI|Add]</ex>

<ex>But , alas , [the printed word|Medium] can not [adequately|Adequacy] [convey|Target] [the panting , gasping misery of this particular torment|Message]. [INI|Add]</ex>"
639,Successful_action,"The #Means action by which a deprofiled agent (the #Protagonist) has attempted to achieve a #Goal, is finished and the actual outcome of the #Means action has been resolved, so that it either specifically matches the #Protagonist's intent (e.g. <ment>success</ment>) or does not match it (e.g. <ment>failure</ment>). In an alternative construal, an #Instrument stands for the #Means action that the deprofiled agent undertakes in order to achieve the #Goal.


<ex>[Why|cau] [our bid|mea] <m>was</m> [successful|Target]. [DNI|goa]</ex>
<ex>[Your attempt to unsubscribe|mea] <m>was</m> [unsuccessful|Target], please try again later. [DNI|goa]</ex>
<ex> Well I did end up replacing the old co axial cables with new monster ones and
[it|mea] [did|Target] [the|Target] [trick|Target]. [DNI|goa]</ex>
<ex>[The hammer|ins] [did|Target] [it|Target], not a scratch or dent in the parts as they came apart [DNI|goa].</ex>
<ex>[What|Means] has [failed|Target] [in Palestine|Place], will fail in Iraq. [DNI|Goal]</ex>"
638,Success_or_failure,"An #Agent has attempted to achieve a #Goal, and the actual outcome of the #Agent's action has been resolved, so that it either specifically matches the #Agent's intent (e.g. <m>success</m>) or does not match it (e.g. <m>failure</m>).

<ex>[He|age] [pulled|Target] [off|Target] [his April Fool's Day prank|goa] [by the barest of margins|deg] .</ex>
<ex>Unfortunately, [we|age] <m>were</m> n't [successful|Target]. [DNI|goa]</ex>
<ex>[We|age] [failed|Target] [miserably|deg] [at getting the gay rights bill passed|goa] .</ex>"
314,Sufficiency,"An #Item is located on a #Scale relative to a critical value which is determined by some #Enabled_situation. Generally, when the #Enabled_situation is left unexpressed the #Enabled_situation is interpreted to be the desirability of the #Item being located within a particular range on the #Scale. With many of the adjectives of this frame, the #Scale is not explicitly mentioned; in such cases, the #Scale is usually the quantity, incorporated in the meaning of the targets themselves, though in the case of [adequacy|Target], etc. the #Scale referred to is quality.

<ex>I probably have [enough|Target]. [DNI|Item] [DNI|Enabled_situation]</ex>

<ex>[I|Item] was [mad|Scale] [enough|Target] [to scream|Enabled_situation].</ex>

<ex>[I|Item] was [too|Target] [mad|Scale] [to keep myself from screaming|Enabled_situation].</ex>

<ex>[I|Item] was [way|Degree] [too|Target] [hot|Scale]. [DNI|Enabled_situation]</ex>

<ex>[The particles|Item] are [sufficiently|Target] [small|Scale] in diameter [that they may be considered points|Enabled_situation].</ex>"
1103,Suicide_attack,"An #Assailant attacks a #Victim, intending to die in the process. In the prototypical case, the attack is designed to kill the #Assailant, as when a pilot deliberately crashes a plane into the target.

<ex>The [terrorist|Assailant] [suicide attack|Target] [on U.S. troops|Victim] [early last week|Time] caused more damage than initially reported.</ex>

<ex>[They|Assailant] [kamikazed|Target] [the base|Victim] [in the middle of the night|Time]!</ex>"
339,Suitability,"This Frame is concerned with evaluating an #Evaluee as being suitable for a #Purpose or a #User, presupposing some choice that is being made about which #Evaluee to use for the #Purpose or #User.  An LU like suitable.a thus implies that, given a particular #Purpose or #User, the #Evaluee is one which could be or ought to be chosen.  The #Evaluee may be deemed suitable to a greater or lesser #Degree. This frame has some similarity to the compatibility frame where two Items are evaluated with respect to their compatibility with each other against some background.

<ex>(1) We need to build [more houses|Evaluee] [suitable|Target] [for local residents|User].</ex>
<ex>(2) [These chips|Evaluee] are not [very|Degree][suitable|Target] [for parallel processing|Purpose]. </ex>
<ex>(3) We are not sure about [the Cathedral's|Evaluee] [suitability|Target] [for Philharmonic concerts|Purpose].</ex>"
780,Summarizing,"A #Communicator processes some information (either from textual or real-world/perceptual sources) regarding a #State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an #Addressee, or records it in a #Medium. The #State_of_affairs may be represented directly (e.g., outline <ment>what happened</ment>, <ment>the situation abroad</ment>), or as a textual source (summarizing <ment>the documents</ment>), or metonymically as some focal entity (a synopsis <ment>of the candidates</ment>).

<ex>[Frank|Communicator] has already [summarized|Target] [some of the reactions|State_of_affairs] [on his weblog|med].</ex>
<ex>[Director Van Auken|com] <ment>gave</ment> a brief informational [synopsis|Target] [of each applicant|sta]. </ex>
<ex>[He|Communicator] [boiled|Target] [down|Target] [the argument for domestic wiretapping|State_of_affairs] in one plainspoken and effective, if also deceptive, line...</ex>
<ex>[You|Communicator] should be able to [summarize|Target] [your findings|State_of_affairs] [to a lay audience|Addressee].</ex>
<ex>[In her materials|Medium], [she|Communicator] also [outlined|Target] [the situation and major problems facing the company|State_of_affairs].</ex>

Some LUs, such as <ment>summarize</ment> and <ment>synopsis</ment> entail a preexisting body of information that has been processed into a briefer form by the #Communicator. Others, such as <ment>outline</ment> and <ment>blueprint</ment> are compatible with, but do not entail, a preexisting, fully fleshed-out concept. E.g.,

<ex>[Her book|Medium] [outlines|Target] [a new proposal for handling grammaticalization|State_of_affairs], though she doesn't flesh it out entirely.</ex>"
1460,Supernatural_entity,Supernatural_entity
619,Supply,"A #Supplier gives a #Theme to a #Recipient to fulfill a need or purpose (#Imposed_purpose) of the #Recipient.

<ex>Habituating the ground nesting chimp groups is done by [provisioning|Target] [them|Recipient] [with sugar cane|Theme]. [CNI|Supplier] [INI|Imposed_purpose]</ex>

<ex>[I|Supplier] have [equipped|Target] [my leech troopers|Recipient] [with tiny subspace displacement thingummies|Theme]. [INI|Imposed_purpose]</ex>


<ex> She sat down on her bed, carefully folding her clothing and packing it into
[the small carryall|Theme] [Starfleet|Supplier] had [provided|Target] [her|Recipient] [for the journey|Imposed_purpose].</ex>"
883,Supporting,"A #Supporter assists to strengthen the #Supported by lending itself in material aid (or abstract assistance in the case of metaphorical uses).

<ex>[The bottom of the wall|Supported] is [supported|Target] [by the foundation|Supporter].</ex>

<ex>[Many legislators|Supporter] have [supported|Target] [the industry|Supported] [in the past|Time].</ex>

<ex>[The revetment layers|Supporter] [buttressed|Target] [the mud-mortared cobblestone core wall|Supported].</ex>

<ex>[Online gambling|Supporter] can [bolster|Target] [the US economy|Supported].</ex>"
330,Surpassing,"In this frame a #Profiled_item is higher that its #Standard_item on a scale with respect to some #Attribute. The #Extent of the difference between the #Standard_item and the #Profiled_item may also be mentioned. Furthermore, the particular value of the standard or profiled item on a certain scale may be given by the #Standard_attribute of the #Profiled_attribute respectively.

<ex> [Notices for the Shield Theater's production of Macbeth|Profiled_item] [surpassed|Target] [all previous reviews|Standard_item] . </ex>

<ex> [ Radio WKRR|Profiled_item] [far|Extent] [surpasses|Target] [all radio stations|Standard_item] [among rural radio stations|Comparison_set] [ as the leading source of regional news |Attribute] . </ex>

<ex> [We|Profiled_item] [surpassed|Target] [father's skills|Standard_attribute] [ before we were 12 |Time] . </ex>

<ex> [The current price|Profiled_attribute] [surpasses|Target] [the price this time last year|Standard_attribute].</ex>"
410,Surrendering,In this frame a #Fugitive presents himself or herself to the #Authorities to be subject to the criminal process. <ex> [The bank robber|Fugitive] [surrendered|Target] [to Berkeley police|Authorities]. </ex> <ex> [Norte|Fugitive] is expected to [surrender|Target] [to police|Authorities] [tomorrow|Time] [on tax fraud charges|Charges] . </ex>
667,Surrendering_possession,"A #Surrenderer is compelled to transfer a #Theme to a #Recipient.

<ex>Shortly after [the boy|Surrenderer] [surrendered|Target] [the gun|Theme], the three remaining warriors made a rush for liberty.</ex>

<ex>[He|Surrenderer] [finally|Time] [surrendered|Target] [the item|Theme] [after cops and Secret Service agents showed up at his home Saturday|Time].</ex>

<ex>[D?Augustino|Surrenderer] [yielded|Target] [the weapon|Theme] [to Herrick|Recipient].</ex>"
801,Surviving,"A #Survivor manages to avoid being negatively affected, despite encountering a #Dangerous_situation. The negative effect is most often death, destruction, or a metaphorical construal of one of these.

<ex>Wilderness Survival: Could [You|sur] [Survive|Target] [the Wild|dan]?</ex>

<ex>[More than 400 of the 600 residents|sur] [rode|Target] [out|Target] [the hurricane|dan] [in Gulfport's 11-story high-rise beachfront facility|Place].</ex>"
411,Suspicion,"A person or group, the #Authority, believes that another person, the #Suspect is a participant in a criminal #Incident.

<ex>[The police|Authority] [suspect|Target] [Noah Rogers|Suspect] [of aiding the robbery last night at Shop-n-drive|Incident].</ex>"
204,Symmetrical_collective_reciprocality,"Perspective of Reciprocality in which the #Protagonists are viewed as essentially identically participating in the Reciprocal event, relation, or situation, not differing in agency, affectedness, or presumed cognitive or conversational accessibility."
1464,Symptoms,
729,System,"A #Complex with a particular #Function is formed out of #Component_entities. The function may be expressed by reference to a #Salient_entity involved in the working of the #Complex.

<ex>[The body's|pos] [immune|fun] [[system|Target]|plx] can be mobilized against cancer. </ex>

<ex>The [sewer|com] [[system|Target]|plx] carries wastewater from homes and businesses to the Water Pollution Control Plant for treatment. </ex>

"
1025,System_complexity,"A #System is perceived as complex depending on the intricacy of the interconnectivty of its parts or components. These individual parts or components do not function as frame elements in this frame, even though they are implied by its definition. A #Dimension may also be defined which situates the System within a certain domain.
<ex></ex>
<ex>San Diego freeways are a [complex|Target] [array of poorly maintained roads|System].</ex>
<ex> [Childrens' toys|System] <ment>are</ment> [simple|Target] to assemble.</ex>
<ex>[The hierarchy|System] <ment>is</ment> [complex|Target][in structure|Dimension].</ex>
<ex>The newly-discovered humanoid spoke a [syntactically|Dimension] [complex|Target] [language|System].</ex>"
1480,Take_a_medical_exam,
566,Take_place_of,"A #New filler occupies a #Role or serves a #Function after the #Old filler ceases to occupy the position.  In many cases, the #Role or #Function is implicit.


<ex>[Gas|new] can [substitute|Target] [entirely|deg] [for petrol|old].</ex>
<ex>Sometime in the 1880s [gas|new] [replaced|Target] [oil|old] [for manufacturing fuel|fun].</ex>
<ex>[Twelve years later|tim], [oil|new] [replaced|Target] [coal|old] [as the energy of choice|rol].</ex>
<ex>[Honey|New] can [replace|Target] [sugar|Old] [in this recipe|Textual_location].</ex>"
379,Taking,"An #Agent removes a #Theme from a #Source so that the it is in the #Agent's possession.

<ex>[Milton|Agent] [took|Target] [the can of beer|Theme] [out of the refrigerator|Source].</ex>"
1107,Taking_captive,"An #Agent begins preventing a #Captive from moving despite a tendency or desire on the part of the #Captive to do so.

<ex>[Authorities|Agt] [recently|Time] [captured|Target] [several suspects who were hiding in a remote mountain area|Captive].</ex>

<ex>[High value target|Captive] has been [quietly and safely|Manner] [secured|Target].</ex>"
609,Taking_sides,"A #Cognizer has a relatively fixed positive or negative point of view towards an #Issue.  A #Side in a debate concerning an #Issue or an #Action of a #Side may stand in for the #Issue.  The #Cognizer's #Degree of alignment may also be specified.

<ex>In interviews , it seems like [everyone|cog] <m>is</m> [completely|deg] [against|Target] [this expenditure|iss] .</ex>
"
488,Taking_time,"An #Activity takes some #Time_length to complete.  If an #Agent is involved they may stand in metonymically for the #Activity. For some LUs (e.g., <ment>fast</ment>, <ment>speedy</ment>) the #Degree to which the #Activity is conceived of as taking less time than usual can be expressed.

<ex>[How long|Time_length] will [this|Activity] [take|Target]?</ex>

<ex>[The ride|Activity] <m>was</m> [speedy|Target] and often bumpy.</ex>

<ex>Under high-pressure situations, [police officers|Agent] <m>are</m> [very|Degree] [fast|Target] [at reacting to danger|Activity].</ex>"
83,Talking_into,"A #Speaker expresses through language his wish to get the #Addressee to act.  The #Addressee forms an intention to act and does so.
<ex></ex>
<ex>You think [I|Speaker] [talked|Target] [Peter|Addressee] [into giving me those earrings|Content], don't you?</ex>

<ex>Don't let [a shop assistant|Speaker] [talk|Target] [you|Addressee] [into buying a so-called """"orthopaedic"""" bed|Content] -- there's no such thing.</ex>"
1009,Tasting,"An Agent ingests or begins to ingest a Food item that they have not had before with the intention of determining its quality on some scale. A Purpose for trying the Food may be explicitly mentioned.

<ex>[Most people|Agent] will never [try|Target] [dog|Food].</ex>
<ex>[I|Agent] [tasted|Target] [the soup|Food] [to see if it had enough salt|Purpose].</ex>"
1173,Team,A #Team is a group with shared goals and works toward them together in a coordinated fashion.
456,Telling,"A #Speaker addresses an #Addressee with a #Message, which may be indirectly referred to as a #Topic. Instead of (or in addition to) a #Speaker, a #Medium may also be mentioned.

<ex>[I|Speaker] [told|Target] [him|Addressee] [about the party|Topic].</ex>"
517,Temperature,"An #Entity has a #Temperature characterized by the target.  The #Temperature is a value of the temperature #Attribute.
<ex>[The pan|Entity] is already [too|Degree] [hot|Target] [to touch|Degree].</ex>

<ex>[The walk-in|Entity] was [freezing|Target], but it was better than hanging out in the kitchen.</ex>
<ex></ex>
Note that in this  frame, the #Entity does not experience the temperature, but is merely described as being in a certain externally verifiable state.
Thus <ex>Open a window; I'm too [hot|Target].</ex> is not in frame but rather in Subjective_temperature.
"
840,Temporal_collocation,"A Trajector is identified as occurring at the same time as some better-known Landmark.  We consider sequenced calendric units (e.g. Tuesday, 1987, January) as periods for the purposes of this frame.  Some lexical items allow certain types of frame elements while disallowing others (e.g. *[During|Target] Tuesday...).

Several words of this frame (e.g. <ment>now.adv</ment>) have deictic incorporation of the #Landmark_period.

<ex>[He tried to take care of that|Trajector_event] [on|Target] [his last visit|Landmark_event] .</ex>
<ex>I especially like [brunch|Trajector_entity] [on|Target] [Sunday|Landmark_period].</ex>
<ex>Dinosaurs lived in [prehistoric|Target] [eras|Trajector_period].</ex>

<ex>[He did it|Trajector_event] [[then|Landmark_period]|Target].</ex>"
515,Temporal_pattern,"A salient #Subevent has a #Pattern of recurrence within a larger #Process.


<ex>Tony's fingers tapped [rhythmically|Target] on the keyboard</ex>

"
654,Temporal_subregion,"A #Subpart of a #Time_period is picked out.  In some cases, the part (as opposed to the entire #Time_period) may be described by a #Subpart_property.  The #Time_period may be indicated by an event which takes place during the #Time_period.

<ex>I nearly kicked my TV this afternoon after watching the [shambolic|subpp] [[end|subpar]|Target] [of the Austrian Grand-Prix|tim] .</ex>
<ex>Jack Yan looks at how the branding profession will be affected in the [[early|Target]|subpar] [2000s|tim] by globalization .</ex>
<ex>The [late|Target] [part|Subpart] of the afternoon is the worst time to get things done .</ex>
"
1139,Temporary_leave,"A #Person takes leave from his or her routine #Activity (such as work or school) for a #Duration of time.  The #Duration can be any length of time, as long as the absence is temporary.

<ex></ex>
<ex>The claimant should then submit medical certificates for the duration of [their|Person] [absence|Target] [from work|Act].[INI|Dur]</ex>
<ex></ex>
<ex>[He|Person] <m>took</m> [three month's|Dur] [leave|Target] and went to our world assembly at Caux. [DNI|Act]</ex>
<ex></ex>
<ex>[Negroponte|Person], [who|Person] is <m>on</m> a [two-year|Dur] [leave|Target] [of|Target] [absence|Target] [from MIT|Act], decided to stay on to the end of the present academic year.</ex>"
835,Temporary_stay,"A #Guest stays for a time at a #Location, which is not his or her permanent residence, for some #Duration. The #Location is often the permanent residence of a #Host.

<ex>[I|pro] usually [stay|Target] [with my aunt|Host] [at her summer house|loc] [when I go to Seville|Time].</ex>

<ex>[For a few days|dur] [my father|pro] [lodged|Target] [at a hotel|loc] [with a buddy who was a biology student|cor].</ex>"
