frameName,numFrameElements,coreTypes,elementNames,descriptions,frameType,classificationExplanation
Request,7,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Speaker', 'Addressee', 'Message', 'Medium', 'Manner', 'Means', 'Time']","['The #Speaker, as in other communication frames, is generally an External Argument. \n\n<ex><fex name=""Speaker"">The judge</fex> <t>ordered</t> the plaintiff to return the money.</ex>', 'In this frame the #Addressee can either occur as an NP Object (usually with a following complement clause) or as a PP Complement of verbs or nouns.\n\n<ex>The child <t>implored</t> <fex name=""Addressee"">her parents</fex> to let her stay up late.</ex>\n<ex>I <t>pleaded</t> <fex name=""Addressee"">with the bus driver</fex> to let me on without paying.</ex>\n<ex>I made an <t>appeal</t> <fex name=""Addressee"">to the passers-by</fex> to help me.</ex>', 'The #Message is the content of the request that can be expressed as a quote, in a finite or non-finite clausal Complement, an NP Object or PP Complement.\n<ex><fex name=""Message"">""I d like an extension,""</fex> <t>begged</t> Pat.</ex>\n<ex>The directors <t>requested</t> <fex name=""Message"">that Pat resign</fex>.</ex>\n<ex>Pat <t>begged</t> them <fex name=""Message"">to reconsider</fex>.</ex>\n<ex>The students <t>requested</t> <fex name=""Message"">an extension of the deadline</fex>.</ex>\n<ex>The offender <t>begged</t> <fex name=""Message"">for clemency</fex>.</ex>', 'The #Medium is the physical entity or channel used to transmit the #Message. The #Medium is frequently expressed as a PP Complement headed by <ment>on</ment> or <ment>in</ment>. \n<ex>The parents of the missing child made an <t>appeal</t> <fex name=""Medium"">on television</fex>.</ex>\n<ex>The parents of the missing child made an <t>appeal</t> <fex name=""Medium"">in the papers</fex>.</ex>', '#Manner indicates the manner in which the #Message is delivered.\n\n<ex>Don t stop, "" he <t>commanded</t> <fex name=""Manr"">huskily</fex>.</ex>\n<ex>""Maybe that was the basic problem,"" she <t>told</t> him <fex name=""Manr"">wearily</fex>.</ex>', 'An act performed by the #Speaker that results in a request being made and received.\n\n<ex>He <t>asked</t> for food <fex name=""Mns"">by holding his hand out with a doleful expression</fex>.</ex>', 'The interval during which the #Speaker makes the request.\n\n<ex><fex name=""Speaker"">I</fex> <t>urged</t> <fex name=""Add"">him</fex> <fex name=""Message"">to concede</fex> <fex name=""Time"">yesterday</fex>.</ex>']","['Event', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Request_entity,7,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Customer', 'Entity', 'Supplier', 'Medium', 'Time', 'Manner', 'Means']","['The #Customer is the person or business ordering the #Entity from the #Supplier.\n\n<ex><fex name=""Cust"">Simone</fex> <t>ordered</t> a hamburger and fries.</ex>', 'The object ordered by the #Customer.\n\n<ex>Liz <t>ordered</t> <fex name=""Ent"">a new espresso maker</fex> for the office.</ex>\n\n<ex>His <t><fex name=""Ent"">order</fex></t> did not arrive on time.</ex>', 'The person or organization from whom the #Customer orders the #Entity.\n\n<ex>Mrs. Apfelbaum <t>ordered</t> a coffee <fex name=""S"">from the barista</fex>.</ex>', 'The channel used by the #Customer to transmit the request.\n\n<ex>Harold <t>ordered</t> the material <fex name=""Med"">via email</fex>.</ex>', 'The #Time at which the #Customer requested the #Entity.\n\n<ex>Sara placed the <t>order</t> <fex name=""Time"">three days ago</fex>. </ex>', 'The Manner in which the request is placed.\n\n<ex>Mr. Shaw <fex name=""Man"">hastily</fex> <t>ordered</t> the first thing he saw on the menu.</ex>', 'An action performed by the #Customer that results in a request being made.\n\n<ex>Cheri accidently <t>ordered</t> the jacket <fex name=""Means"">by clicking on the link</fex>.</ex>']","['Event', 'Entity', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Focuses on discrete items (Entity, Object); lacks dynamic roles.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Required_event,7,"['cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Required_situation', 'Negative_consequences', 'Purpose', 'Time', 'Place', 'Degree', 'Manner']","['The state-of-affairs which prevents #Negative_consequences.', 'An event or state of affairs that results if the required #Required_situation does not occur and which impacts some deprofiled entity in a way that the speaker finds undesirable.', 'The event or state of affairs that is achieved by bringing about the #Required_situation and which entails the non-occurrance of #Negative_consequences.', 'The period during which the #Required_situation is necessary to prevent negative consequences.\n\n<ex>He was told that <fex name=""tim"">when he got back</fex> , his column <t>needed</t> a serious rethink .</ex>', 'The location within which the #Required_situation is required.\n\n<ex><fex name=""pla"">In California</fex> , seatbelts <t>must</t> be fastened at all times .</ex>', 'The degree to which the #Required_situation is necessary.  The #Degree may either imply a modification of the direness of the #Negative_consequences, the probability of the #Negative_consequences (if the #Required_situation is not made to hold), or both.\n\n<ex>He <fex name=""deg"">absolutely</fex> <t>must</t> be replaced .</ex>', 'Manner']","['Event', 'Attribute', 'Relation', 'State', 'Process']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; Describes temporal unfolding or phases (start, ongoing, end); FEs like Stage, Duration."
Requirement_scenario,8,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Dependent', 'Requirement', 'Required_entity', 'Degree', 'Time', 'Place', 'Dependent_individual', 'Required_individual']","['The state-of-affairs which cannot hold without the #Requirement.', 'The state-of-affairs that must be present or obtain in order for the #Dependent to obtain.', 'An entity that has to be present for the #Dependent state of affairs to obtain', 'The extent to which the #Dependent depends on the presence of the #Requirement.', 'The time at which the #Requirement is necessary for the #Dependent.', '#Place denotes a location in which the specified relation between #Requirement and #Dependent holds.', 'The individual in whose interest it is to have the #Required_entity or for the #Requirement state of affairs to obtain.', 'An individual that has to provide the #Required_entity or see to it that the #Requirement state of affairs holds.']","['Attribute', 'State', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Rescuing,11,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Patient', 'Asset', 'Harmful_situation', 'Time', 'Manner', 'Place', 'Instrument', 'Means', 'Purpose', 'Degree']","['The sentient being who rescues the #Patient or #Asset from the #Harmful_situation.\n\n<ex><fex name=""Agent"">He</fex> <t>rescued</t> the innocent girl from a fate worse than death. </ex>', 'The living being who is rescued by the #Agent.\n\n<ex><fex name=""Patient"">Three foxes</fex> were <t>saved</t> from being savagely ripped apart.</ex>', 'The entity that is judged to be valueable which might be lost or damaged by the #Harmful_situation.\n\n<ex>She <t>saved</t> <fex name=""Asset"">countless lives</fex> during her short stay on the plantation.</ex>', 'An event that occurs which could result in injury or harm to the #Patient or #Asset.\n\n<ex>Three foxes were <t>saved</t> <fex name=""Harm"">from being savagely ripped apart</fex>.</ex>', 'The time at which the #Agent rescues the #Patient or #Asset.\n\n<ex>She <t>saved</t> my life on the bridge <fex name=""Time"">yesterday</fex>.</ex>', 'The way in which the #Agent rescues the #Patient or #Asset.\n\n<ex>Kevin informed her that he would <fex name=""Manner"">happily</fex> <t>save</t> her, given the opportunity.</ex>', 'The location at which the #Agent rescues the #Patient or #Asset.\n\n<ex>She <t>saved</t> my life <fex name=""Place"">on the bridge</fex> yesterday.</ex>', 'The tool with which the #Agent saves the #Patient or #Asset.\n\n<ex>She <t>saved</t> my life <fex name=""Instrument"">with her words</fex>.</ex>', 'The means by which the #Agent rescues the #Patient or #Asset.\n\n<ex>The nurse <t>saved</t> my life <fex name=""Means"">by performing CPR</fex>.</ex>', 'The purpose for which the #Agent rescues the #Patient or #Asset.\n\n<ex>You know he only <t>saved</t> the dog <fex name=""Purpose"">to get close to Miranda</fex>.</ex>', 'The extent to which the #Patient or #Asset is actually saved.\n\n<ex>He <fex name=""Degree"">wholly</fex> <t>saved</t> the town from hunger.</ex>']","['Attribute', 'Event', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Research,9,"['cty_core', 'cty_core', 'cty_core', 'cty_core-unexpressed', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Researcher', 'Question', 'Topic', 'Field', 'Time', 'Means', 'Manner', 'Purpose', 'Place']","['The people engaged in a research endeavor.\n\n<ex>Before he became an astronaut, <fex name=""res"">Grunsfeld</fex> <m>did</m> <t>research</t> in physics. </ex>', 'A significant unanswered open proposition which the #Researcher is attempting to resolve.\n\n<ex>When we have <t>researched</t> <fex name=""que"">why Brazilian mothers have stopped breastfeeding</fex>, principal reasons given are  poor milk  and  insufficient milk  .</ex>', 'A phenomenon or idea involved in a #Question.\n\n<ex>Would you take part in <t>research</t> <fex name=""top"">on the best place to have a baby</fex>? </ex>', 'An area of inquiry.\n\n<ex></ex>', 'The time when  the research is carried out.\n\n<ex><fex name=""tim"">During summer of 1999</fex>, I did <t>research</t> using a technique called ""Path Integral Monte\nCarlo"", to simulate quantum particles.</ex>', 'The experimentations, observations, or other procedures performed by the #Researcher in order to find an answer to the #Question.\n\n<ex>The workgroup has <t>researched</t> this issue <fex name=""mea"">by reviewing the basin plans of other regions and other various sources</fex>.</ex>', 'Any description of the event (or state) which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously),  general descriptions comparing events (the same way). It may indicate salient characteristics of the Researcher that also affect the action (deliberately, eagerly, carefully). \n\n<ex>The West Chicago Park District <fex name=""man"">carefully</fex> <t>researched</t> how much of an increase was\nneeded to accomplish all of our goals.</ex>', '#Purpose indicates an action that the #Researcher intends to accomplish by performing research.\n\n<ex>We <t>research</t> this fungus <fex name=""pur"">to fight ailments in tobacco and tomato fields</fex>.</ex>', 'The physical place where the research is carried out.\n\n<ex>Johnson and Randall s <t>research</t> <fex name=""pla"">in Africa</fex> has proven extremely valuable.</ex>']","['Event', 'State', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Reserving,12,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Client', 'Services', 'Organization', 'Booker', 'Scheduled_time', 'Scheduled_time', 'Manner', 'Manner', 'Place', 'Purpose', 'Means', 'Time']","['The entity that contacts the #Organization about retainment of #Services.', 'The goods or labor that the #Client requests the #Organization preserve for future consumption or rendering.', 'The entity that enters into its records the request of the #Client to retain #Services in the future.', 'The link between the #Client and #Organization, e.g. a travel agent.', 'Scheduled_time', '<def-root>The future point in time when the <fen>Client</fen> arranges for the <fen>Organization</fen> to provide <fen>Services</fen>.\n\n<ex>She <t>reserved</t> the room for the meeting <fex name=""Scheduled_time"">for Tuesday</fex> .</ex></def-root>', 'Manner', 'Any description of the event as a whole (""the same way"") or a characteristic of the #Booker during the action that holistically affects the event (""sloppily"").', 'The location the #Booker performs the action.', 'The situation that the #Booker intends to bring about by reserving.', 'An action or methodology used by the #Booker to bring the reservation about.', 'The time at which the reserving event takes place.\n\n<ex>I booked the room for Monday <fex name=""Time"">only on Tuesday</fex> .</ex>']","['Event', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Reshaping,12,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Deformer', 'Patient', 'Cause', 'Configuration', 'Instrument', 'Manner', 'Means', 'Place', 'Time', 'Resistant_surface', 'Locus', 'Degree']","['The #Deformer is the one who does the reshaping.\n\n<ex><fex name=""Def"">The lieutenant</fex> <t>crushed</t> it angrily with his boot before looking back at Hencke.</ex>', 'The #Patient is the entity acted on and that undergoes a change.  <ex>Jack plucked the flower out of his morning coat and closed his fist slowly over it , <t>crushing</t> <fex name=""Patient"">it</fex> into a pulp.</ex>', 'The #Cause is an animate or inanimate entity, a force, or event that produces an effect. Volitionality is not a necessary characteristic of #Causes.  <ex><fex name=""Cause"">The strong winds</fex> <t>deformed</t> the structure of the outhouse.</ex> <ex><fex name=""Cause"">The rockslide</fex> <t>squashed</t> our summer villa.</ex>', 'A state that holds of the #Patient or a relation that holds among the constituent parts of the #Patient as a result of the arranging action.', 'This FE identifies the #Instrument with which the #Deformer affects the #Patient.  <ex>The lieutenant <t>crushed</t> it angrily <fex name=""Ins"">with his boot</fex> before looking back at Hencke.</ex>', 'The FE #Manner identifies the manner in which an #Deformer intentionally affects the #Patient.  <ex>The lieutenant <t>crushed</t> it <fex name=""Mnr"">angrily</fex> with his boot before looking back at Hencke.</ex>', 'The FE #Means identifies the means by which the #Deformer intentionally affects the #Patient.', 'The #Place indicates where the #Deformer intentionally affects the #Patient.', 'The FE #Time identifies when the #Deformer intentionally affects the #Patient.  <ex>The lieutenant <t>crushed</t> it angrily with his boot <fex name=""Time"">before looking back at Hencke</fex>.</ex>', 'The #Resistant_surface is the surface against which a #Deformer presses the #Patient.  <ex>Michael <t>flattened</t> the can <fex name=""Res_surf"">against his head</fex> . </ex> <ex>She <t>crushed</t> her cigarette <fex name=""Res_surf"">in the ashtray</fex> and stood up to go.</ex>', 'The #Locus is the locus of the reshaping action; it is essentially a simultaneous #Instrument and #Resistant_surface.\n\n<ex>Russell <t>crumpled</t> the paper cups <fex name=""Locus"">in his fist</fex>.</ex>', 'The degree to which the #Patient is reshaped. <ex>The steamroller <t>flattened</t> my shoes <fex name=""Degr"">completely</fex>.</ex>']","['Event', 'Attribute', 'Relation', 'Image Schema', 'State']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events.; Involves topological/kinesthetic primitives: Path, Container, Force.; Core FEs: State, Condition; describes static situations; lacks Goal or Result."
Residence,6,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Resident', 'Location', 'Co-resident', 'Manner', 'Means', 'Time']","['The individual(s) that reside at the #Location.\n\n<ex><fex name=""Res"">Hannah</fex> <t>lives</t> in San Francisco.</ex>', 'The place in which somebody resides.\n\n<ex><fex name=""Res"">Sue</fex>  <t>lives</t> <fex name=""Location"">in Berkeley</fex>.</ex>', 'A person or group of people that the resident is staying with or among.\\n\\n<ex><fex name=""Res"">Boris</fex> still <t>lives</t> <fex name=""Co_resident"">with his parents</fex>.</ex>', 'Manner of performing an action', 'An act of the #Resident that enables them to reside in the #Location.\n\n<ex>He <t>dwelt</t> in the wild for years <fex name=""Means"">by foraging nuts and berries and occasionally stealing</fex>.</ex>', 'This FE refers to the #Time when the #Resident resides.']","['Event', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Resolve_problem,12,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Problem', 'Cause', 'Means', 'Time', 'Place', 'Degree', 'Manner', 'Instrument', 'Duration', 'Medium', 'Purpose']","['The #Agent finds the solution or explanation to the outstanding mystery or #Problem.', 'The #Problem is the predicament or mystery that is resolved.', 'The #Cause is the non-Agentive event or state of affairs that brings about the resolution of the #Problem.', 'The #Means is an intermediate action taken by the #Agent in order to resolve the #Problem.', 'It indicates the #Time at which the #Problem is resolved.', 'It indicates the location at which the #Problem is resolved.', 'The #Degree to which the #Agent or #Cause resolves the problem.', 'Any description of the resolution, such as secondary effects (quietly) or comparisons of events (the same way). In agentive cases,  #Manner may also describe salient characteristics of the #Agent which affect the action.(carefully, diligently, deliberately etc. )', 'The #Instrument is an entity used for resolving the #Problem.', 'It identifies the length of time taken to resolve a #Problem.', 'It identifies the physical or abstract setting in which the #Problem is resolved.', 'The state of affairs that the #Agent is trying to bring about by solving the #Problem in the specified way.']","['Attribute', 'Event', 'State', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Respond_to_proposal,10,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Speaker', 'Interlocutor', 'Proposal', 'Medium', 'Manner', 'Means', 'Place', 'Time', 'Purpose', 'Role']","['The #Speaker is the person who communicates the reply or response. \n\n<ex><fex name=""Speaker"">Iran</fex> on Saturday <t>rejected</t> Europe s proposal for ending the standoff over Tehran s nuclear program.</ex>', 'This is the person who made the #Proposal to the #Speaker and to whom the #Speaker communicates  their response. This frame element stands in for the #Proposal and is only licensed when the #Proposal  can be understood from the context.\n\n<ex>But senior SLN officials had <t>rebuffed</t> <fex name=""int"">the man who is ever so willing to please\nthe guerrillas</fex>.</ex>', 'The #Proposal is the prior communication or action to which a response is given.\n\n<ex>Dr. Carolyn Herrington has <t>accepted</t> <fex name=""pro"">our offer to become Dean of the College of Education</fex> .</ex>', 'As with #Medium in other Communication frames, the physical entity or channel used to communicate can be expressed, usually as a PP Complement headed by ""on"" or ""in"".', 'Any description of the event (or state) which is not covered by more specific FEs, including  secondary effects (<ment>quietly</ment>, <ment>loudly</ment>), and general descriptions comparing events (<ment>the same way</ment>). It may indicate salient characteristics of the Speaker that affect the action (<ment>presumptuously</ment>, <ment>coldly</ment>, <ment>deliberately</ment>, <ment>eagerly</ment>).\n\n<ex>Moreover, as with Surrey, myths have proliferated, such as that Oxford <fex name=""Manr"">cruelly</fex> <t>rejected</t> his wife in 1576.</ex>', 'This FE identifies the #Means by the #Speaker responds to the #Proposal .  <ex>Others, I would say have actually <t>turned</t> me <t>down</t> <fex name=""Mns"">by not replying and not responding</fex>.</ex>', 'The location in which the #Speaker  makes a verbal response.\n\n\n<ex>Legislation that would have required smaller school districts to share administrators has been <t>rebuffed</t> repeatedly <fex name=""pla"">in the Oklahoma House of Representatives</fex>.</ex>', 'The time interval during which the #Speaker makes their verbal response.\n\n<ex>This must make <fex name=""tim"">yesterday s</fex> Taliban <t>rebuff</t> all the more wounding.</ex>', 'An action that the #Speaker intends to accomplish by making a verbal response.\n\n<ex>He was asked to join the National Assembly ruling party, but repeatedly <t>turned</t>\nthem <t>down</t> <fex name=""pur"">in order to continue his work as a journalist</fex>.</ex>', '#Role denotes the capacity in which the #Interlocutor is judged.\n\n<ex>The Policy Committee had\n<t>rejected</t> her <fex name=""rol"">as a candidate for chronic dialysis</fex> because of her young age. .</ex>']","['Event', 'State', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Response,8,"['cty_core', 'cty_core', 'cty_core', 'cty_core-unexpressed', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Responding_entity', 'Trigger', 'Agent', 'Response', 'Time', 'Manner', 'Place', 'Purpose']","['A non-agentive entity that is impinged upon by a #Trigger event to which they respond.\n\n<ex><fex name=""res_e"">This plastic</fex> <t>responds</t> well to pressure.</ex>', 'An event that impinges upon the #Agent or #Responding_entity and produces a #Response from it.\n\n<ex> How has the modern welfare state <t>responded</t> <fex name=""tri"">to the needs of working class women</fex>, and why? </ex>', 'The intentional #Agent that is impinged upon by a #Trigger event to which they respond.\n\n<ex>Once again <fex name=""age"">the Government</fex> is <t>responding</t> to a crisis with measures that will only harm patients</ex>', 'The means action whereby the #Agent responds to the Trigger.\n\n<ex>The diocese <t>responded</t> <fex name=""res"">by taking the property</fex></ex>', 'The point in time when the #Agent or #Responding_entity manifests its #Response to the #Trigger .  <ex>Israel <t>responded</t> <fex name=""Time"">yesterday</fex> to the killing of 22 people by Palestinian suicide bombers with a helicopter attack</ex>', 'A characterization of the #Responding_entity, #Agent, or their #Response action.\n\n<ex>The government agencies <t>responded</t> <fex name=""man"">slowly</fex> and without much effort.</ex>', 'The location in which the #Response action takes place.\n\n<ex>The auto industry has <t>responded</t> <fex name=""Place"">in the U.S., but particularly in Asian and European markets</fex> by manufacturing an entry-level segment of cars that is more appealing, better looking, and safer than in the past.</ex>', 'An action that the #Agent intends to accomplish by performing the #Response action.']","['Event', 'State', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Response_scenario,8,"['cty_core', 'cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Responding_entity', 'Trigger', 'Response', 'Agent', 'Manner', 'Place', 'Purpose', 'Time']","['A non-agentive entity that is impinged upon by a #Trigger event to which they respond.', 'An event that impinges upon the #Agent or #Responding_entity and produces a #Response from it.', 'The means action whereby the #Agent responds to the #Trigger.', 'The intentional #Agent that is impinged upon by a #Trigger event to which they respond.', 'A characterization of the #Responding_entity, #Agent, or their #Response action.', 'The location in which the #Response action takes place.', 'An action that the #Agent intends to accomplish by performing the #Response action.', 'The point in time when the #Agent or #Responding_entity manifests its #Response to the #Trigger .']","['Event', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Responsibility,5,"['cty_core', 'cty_core-unexpressed', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Act', 'Place', 'Time', 'Degree']","['The #Agent performs the intentional act.', 'This FE identifies the #Act that the #Agent performs intentionally.', 'This FE identifies the place where the intentional act occurs.', 'This FE identifies the time when the #Agent acts intentionally.', 'The degree to which the #Agent bears responsibility for performing the #Act.\n\n<ex>She was <fex name=""deg"">entirely</fex> <t>responsible</t> for the prank.</ex>']","['Attribute', 'Event', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Rest,3,"['cty_core', 'cty_core', 'cty_core']","['Part', 'Rest', 'Whole']","['A #Part of a larger #Whole that has been mentioned in prior discourse or is available in the discourse setting.\n\n\n<ex>the GP had stipulated counselling as a <t>complement</t> <fex name=""Part"">to medication</fex></ex>', 'The previously unmentioned part of the #Whole.\n\n\n<ex>You should try to persuade the <t><fex name=""Rest"">rest</fex></t> of the family to do so whatever their personal opinions</ex>', 'The larger entitiy or group that is fully made up of the #Part and the #Rest.']",['Undetermined'],Insufficient clues from FEs or descriptions.
Result_of_attempt_scenario,8,"['cty_core', 'cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Goal', 'Role', 'Action', 'Time', 'Place', 'Circumstances', 'Degree']","['The #Agent makes an attempt to achieve a #Goal.', 'The #Goal is what the #Agent attempts to achieve.', 'A participant function in a particular event or in events of a particular kind.', 'This FE identifies the means by which the #Goal is achieved (or not).', 'This FE identifies the #Time when the attempt succeeds or fails.', 'The place where an attempt succeeds or fails..', 'This FE is applied to expressions which indicate the prevailing physical conditions for the event, or some concurrent states of affairs.', 'The extent to which the #Action succeeds or fails.']","['Attribute', 'Event', 'State', 'Relation']","FEs indicate properties: Value, Extent, Degree; applies to an Entity or Holder.; Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; Core FEs: State, Condition; describes static situations; lacks Goal or Result.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Resurrection,3,"['cty_core', 'cty_peripheral', 'cty_peripheral']","['Protagonist', 'Time', 'Place']","['The being or entity that becomes living again.\n\n<ex>If <fex name=""pro"">the Lord</fex> <t>resurrected</t> in three days, surely he could relieve my back pain in, say, a week.</ex>', 'The time at which the resurrection occurs.', 'The location at which the #Protagonist returns from the dead.']",['Relation'],"FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
Retaining,7,"['cty_core', 'cty_core', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral', 'cty_peripheral']","['Agent', 'Theme', 'Duration', 'Place', 'Manner', 'Time', 'Means']","['The person who has possession of the #Theme.\n\n<ex>At all times <fex name=""Agent"">the Saxon government</fex> <t>held</t> <t>on</t> <t>to</t> its insistently practiced political tradition. </ex>', 'The entity which the #Agent possesses for a #Duration.\n\n<ex>Once you ve got a War Bond, <t>hang</t> <t>on</t> <t>to</t> <fex name=""Theme"">it</fex> for the full ten years of its life.</ex>', 'The amount of time for which the #Agent is in possession of the #Theme.\n\n<ex>The man who hates his life will <t>keep</t> it <fex name=""Dur"">for eternal life</fex>.</ex>', 'The location where the #Agent keeps the #Theme.\n\n<ex>He will <t>retain</t> <fex name=""Place"">in his heart</fex> the memory of the vast Holocaust.</ex>', 'The way the #Agent retains possession of the #Theme.\n\n<ex>I knew these gifts were not meant to be <t>kept</t> <fex name=""Man"">selfishly</fex>.</ex>', 'The time at which the #Agent has possession of the #Theme.\n\n<ex>Margerite <t>held</t> <t>on</t> <t>to</t> the key <fex name=""Time"">on Wednesday</fex> until I returned to pick it up.</ex>', 'The means by which the #Agent retains the #Theme.\n\n<ex>If Britian had focused on India, could it have <t>retained</t> it <fex name=""Means"">by force</fex>?</ex>']","['Event', 'Relation']","Key FEs: Agent, Theme, Goal; indicates change or interaction; often includes Time/Manner.; FEs show spatial/logical relations: Location, Path, Cause; connects entities or events."
